"ExchNameCME","GroupNameCME","ExchCodeDDF","GroupNameDDF","IsIgnoreDDF","FutureDisplay","FutureReference","OptionDisplay","OptionReference","SpreadDisplay","SpreadReference","StrikeHack","Comment"
"XOCH","FAF1C","3","FAF1C","Y","0","0","0","0","0","0","0",
"XOCH","FAS1C","3","FAS1C","Y","0","0","0","0","0","0","0",
"XOCH","FAS2C","3","FAS2C","Y","0","0","0","0","0","0","0",
"XOCH","FAST1C","3","FAST1C","Y","0","0","0","0","0","0","0",
"XOCH","FAZ1C","3","FAZ1C","Y","0","0","0","0","0","0","0",
"XOCH","FAZ2C","3","FAZ2C","Y","0","0","0","0","0","0","0",
"XOCH","FBNC1C","3","FBNC1C","Y","0","0","0","0","0","0","0",
"XOCH","FBP1C","3","FBP1C","Y","0","0","0","0","0","0","0",
"XCME","FC","M","FC","N","0","0","0","0","0","0","0","original:|MFC       FC    M10   YY    EY|"
"XCME","ICX","M","FC","N","0","0","0","0","0","0","0","original:|MICX      FC    M10  $YY    EYm|"
"XCME","JF","M","FC","N","0","0","0","0","0","0","0","original:|MJF       FC    M10  PYY5   EY|"
"XCME","KF","M","FC","N","0","0","0","0","0","0","0","original:|MKF       FC    M10  CYY5   EY|"
"XOCH","FCF1C","3","FCF1C","Y","0","0","0","0","0","0","0",
"XOCH","FCG1C","3","FCG1C","Y","0","0","0","0","0","0","0",
"XOCH","FCX1C","3","FCX1C","Y","0","0","0","0","0","0","0",
"XCME","OSP","M","FD","N","0","0","0","0","0","0","0","original:|MOSP      FD    M10   YY    EY|"
"XCME","OSS","M","FD","N","0","0","0","0","0","0","0","original:|MOSS      FD    M10   YY    EY|"
"XOCH","FDO1C","3","FDO1C","Y","0","0","0","0","0","0","0",
"XOCH","FDS1C","3","FDS1C","Y","0","0","0","0","0","0","0",
"XOCH","FDX1C","3","FDX1C","Y","0","0","0","0","0","0","0",
"XCBT","SIC","B","FE","N","0","0","0","0","0","0","0","original:|BSIC      FE    B10   YY    AY|"
"XOCH","FE1C","3","FE1C","Y","0","0","0","0","0","0","0",
"XOCH","FED1C","3","FED1C","Y","0","0","0","0","0","0","0",
"XOCH","FEED1C","3","FEED1C","Y","0","0","0","0","0","0","0",
"XCBT","FF","B","FF","N","0","0","0","0","0","0","0","original:|BFF       FF    B10   YY    AY|"
"XCBT","FFC","B","FF","N","0","0","0","0","0","0","0","original:|BFFC      FF    B10  CYY    AY|"
"XCBT","FFP","B","FF","N","0","0","0","0","0","0","0","original:|BFFP      FF    B10  PYY    AY|"
"XOCH","FFBC1C","3","FFBC1C","Y","0","0","0","0","0","0","0",
"XOCH","FFCH1C","3","FFCH1C","Y","0","0","0","0","0","0","0",
"XOCH","FFG1C","3","FFG1C","Y","0","0","0","0","0","0","0",
"XOCH","FFIC1C","3","FFIC1C","Y","0","0","0","0","0","0","0",
"XOCH","FFIN1C","3","FFIN1C","Y","0","0","0","0","0","0","0",
"XOCH","FFIV1C","3","FFIV1C","Y","0","0","0","0","0","0","0",
"XNYM","EZ","J","FH","N","0","0","0","0","0","0","0","original:|NEZ       FH    J10   YY    0Y|"
"XOCH","FHN1C","3","FHN1C","Y","0","0","0","0","0","0","0",
"XOCH","FICO1C","3","FICO1C","Y","0","0","0","0","0","0","0",
"XOCH","FIF1C","3","FIF1C","Y","0","0","0","0","0","0","0",
"XOCH","FIG1C","3","FIG1C","Y","0","0","0","0","0","0","0",
"XOCH","FII1C","3","FII1C","Y","0","0","0","0","0","0","0",
"XOCH","FIS1C","3","FIS1C","Y","0","0","0","0","0","0","0",
"XOCH","FISV1C","3","FISV1C","Y","0","0","0","0","0","0","0",
"XOCH","FITB1C","3","FITB1C","Y","0","0","0","0","0","0","0",
"XNYM","CU","J","FL","N","0","0","0","0","0","0","0","original:|NCU       FL    J10   YY    0Y|"
"XOCH","FL1C","3","FL1C","Y","0","0","0","0","0","0","0",
"XOCH","FLEX1C","3","FLEX1C","Y","0","0","0","0","0","0","0",
"XOCH","FLML1C","3","FLML1C","Y","0","0","0","0","0","0","0",
"XOCH","FLR1C","3","FLR1C","Y","0","0","0","0","0","0","0",
"XOCH","FLS1C","3","FLS1C","Y","0","0","0","0","0","0","0",
"XOCH","FMBI1C","3","FMBI1C","Y","0","0","0","0","0","0","0",
"XOCH","FMC1C","3","FMC1C","Y","0","0","0","0","0","0","0",
"XOCH","FMCN1C","3","FMCN1C","Y","0","0","0","0","0","0","0",
"XOCH","FMER1C","3","FMER1C","Y","0","0","0","0","0","0","0",
"XOCH","FMR1C","3","FMR1C","Y","0","0","0","0","0","0","0",
"XCME","FTX","M","FN","N","0","-2","0","0","0","0","0","original:|MFTX      FN    M10  $YY    EY|"
"XCME","FXN","M","FN","N","0","-2","0","0","0","0","0","original:|MFXN      FN    M10   YY    EY|"
"XOCH","FNB1C","3","FNB1C","Y","0","0","0","0","0","0","0",
"XOCH","FNF1C","3","FNF1C","Y","0","0","0","0","0","0","0",
"XOCH","FNFG1C","3","FNFG1C","Y","0","0","0","0","0","0","0",
"XOCH","FNM1C","3","FNM1C","Y","0","0","0","0","0","0","0",
"XOCH","FO1C","3","FO1C","Y","0","0","0","0","0","0","0",
"XCBT","FOB","B","FOB","Y","0","0","0","0","0","0","0",
"XCBT","FOL","B","FOL","Y","0","0","0","0","0","0","0","New 2009-12-21"
"XOCH","FOR1C","3","FOR1C","Y","0","0","0","0","0","0","0",
"XOCH","FORM1C","3","FORM1C","Y","0","0","0","0","0","0","0",
"XCBT","FOS","B","FOS","Y","0","0","0","0","0","0","0",
"XOCH","FPFC1C","3","FPFC1C","Y","0","0","0","0","0","0","0",
"XOCH","FPIC1C","3","FPIC1C","Y","0","0","0","0","0","0","0",
"XOCH","FPL1C","3","FPL1C","Y","0","0","0","0","0","0","0",
"XOCH","FPO1C","3","FPO1C","Y","0","0","0","0","0","0","0",
"XCBT","CCS","B","FQ","N","0","0","0","0","0","0","0","original:|BCCS      FQ    B10   YY    AY|"
"XCBT","SNS","B","FR","N","0","0","0","0","0","0","0","original:|BSNS      FR    B10   YY    AY|"
"XOCH","FR1C","3","FR1C","Y","0","0","0","0","0","0","0",
"XOCH","FRBK1C","3","FRBK1C","Y","0","0","0","0","0","0","0",
"XOCH","FRE1C","3","FRE1C","Y","0","0","0","0","0","0","0",
"XOCH","FRED1C","3","FRED1C","Y","0","0","0","0","0","0","0",
"XOCH","FRG1C","3","FRG1C","Y","0","0","0","0","0","0","0",
"XOCH","FRME1C","3","FRME1C","Y","0","0","0","0","0","0","0",
"XOCH","FRO1C","3","FRO1C","Y","0","0","0","0","0","0","0",
"XOCH","FRT1C","3","FRT1C","Y","0","0","0","0","0","0","0",
"XOCH","FRX1C","3","FRX1C","Y","0","0","0","0","0","0","0",
"XOCH","FSBK1C","3","FSBK1C","Y","0","0","0","0","0","0","0",
"XOCH","FSIN1C","3","FSIN1C","Y","0","0","0","0","0","0","0",
"XOCH","FSLR1C","3","FSLR1C","Y","0","0","0","0","0","0","0",
"XOCH","FSNM1C","3","FSNM1C","Y","0","0","0","0","0","0","0",
"XOCH","FSYS1C","3","FSYS1C","Y","0","0","0","0","0","0","0",
"XOCH","FTBK1C","3","FTBK1C","Y","0","0","0","0","0","0","0",
"XOCH","FTBK2C","3","FTBK2C","Y","0","0","0","0","0","0","0",
"XOCH","FTEK1C","3","FTEK1C","Y","0","0","0","0","0","0","0",
"XOCH","FTO1C","3","FTO1C","Y","0","0","0","0","0","0","0",
"XOCH","FTR1C","3","FTR1C","Y","0","0","0","0","0","0","0",
"XCBT","WCS","B","FU","N","0","0","0","0","0","0","0","original:|BWCS      FU    B10   YY    AY|"
"XOCH","FULT1C","3","FULT1C","Y","0","0","0","0","0","0","0",
"XOCH","FUQI1C","3","FUQI1C","Y","0","0","0","0","0","0","0",
"XCBT","FL","B","FV","N","0","0","0","0","0","0","0","original:|BFL       FV    B10  CYY    AY|"
"XCBT","FP","B","FV","N","0","0","0","0","0","0","0","original:|BFP       FV    B10  PYY    AY|"
"XCBT","FV","B","FV","N","0","0","0","0","0","0","0","original:|BFV       FV    B10   YY    AY|"
"XOCH","FWLT1C","3","FWLT1C","Y","0","0","0","0","0","0","0",
"XOCH","FXI1C","3","FXI1C","Y","0","0","0","0","0","0","0",
"XOCH","FXP1C","3","FXP1C","Y","0","0","0","0","0","0","0",
"XCBT","FYT","B","FYT","Y","0","0","0","0","0","0","0",
"XCBT","COS","B","FZ","N","0","0","0","0","0","0","0","original:|BCOS      FZ    B10  CYY    0Y|"
"XCBT","FZE","B","FZ","N","0","0","0","0","0","0","0","original:|BFZE      FZ    B10   YY    0Y|"
"XCBT","POS","B","FZ","N","0","0","0","0","0","0","0","original:|BPOS      FZ    B10  PYY    0Y|"
"XCME","GK","M","G1","N","0","0","0","0","0","0","0","original:|MGK       G1    M10  $YY    EY|"
"XCME","GJ","M","G2","N","0","0","0","0","0","0","0","original:|MGJ       G2    M10  $YY    EY|"
"XCME","GY","M","G3","N","0","0","0","0","0","0","0","original:|MGY       G3    M10  $YY    EY|"
"XCME","GV","M","G4","N","0","0","0","0","0","0","0","original:|MGV       G4    M10  $YY    EY|"
"XCME","GP","M","G5","N","0","0","0","0","0","0","0","original:|MGP       G5    M10  $YY    EY|"
"XCME","GT","M","G6","N","0","0","0","0","0","0","0","original:|MGT       G6    M10  $YY    EY|"
"XCME","GIE","M","G7","N","0","0","0","0","0","0","0","original:|MGIE      G7    M10   YY    EY|"
"XCME","GSE","M","G7","N","0","0","0","0","0","0","0","original:|MGSE      G7    M10  $YY    EY|"
"XCME","SES","M","G8","N","0","0","0","0","0","0","0","original:|MSES      G8    M10   YY    EY|"
"XCME","GX","M","G9","N","0","0","0","0","0","0","0","original:|MGX       G9    M10  $YY    EY|"
"XOCH","GA1C","3","GA1C","Y","0","0","0","0","0","0","0",
"XOCH","GAIA1C","3","GAIA1C","Y","0","0","0","0","0","0","0",
"XOCH","GAS1C","3","GAS1C","Y","0","0","0","0","0","0","0",
"XOCH","GB1C","3","GB1C","Y","0","0","0","0","0","0","0",
"XOCH","GBCI1C","3","GBCI1C","Y","0","0","0","0","0","0","0",
"XCEC","GC","E","GC","N","0","0","0","0","0","0","0","original:|EGC       GC    E10   YY    0Y|"
"XCEC","OG","E","GC","N","0","0","0","0","0","0","0","original:|EOG       GC    E10  OYY    0Y|"
"XOCH","GCA1C","3","GCA1C","Y","0","0","0","0","0","0","0",
"XOCH","GCI1C","3","GCI1C","Y","0","0","0","0","0","0","0",
"XOCH","GCO1C","3","GCO1C","Y","0","0","0","0","0","0","0",
"XCME","GD","M","GD","N","0","0","0","0","0","0","0","original:|MGD       GD    M10   YY    EY|"
"XOCH","GD1C","3","GD1C","Y","0","0","0","0","0","0","0",
"XOCH","GDP1C","3","GDP1C","Y","0","0","0","0","0","0","0",
"XOCH","GDX1C","3","GDX1C","Y","0","0","0","0","0","0","0",
"XOCH","GDXJ1C","3","GDXJ1C","Y","0","0","0","0","0","0","0",
"XCME","GE","M","GE","N","0","0","-2","0","0","0","0","original:|MGE       GE    M10   YY    EY|"
"XOCH","GE1C","3","GE1C","Y","0","0","0","0","0","0","0",
"XOCH","GENZ1C","3","GENZ1C","Y","0","0","0","0","0","0","0",
"XOCH","GEOY1C","3","GEOY1C","Y","0","0","0","0","0","0","0",
"XOCH","GERN1C","3","GERN1C","Y","0","0","0","0","0","0","0",
"XOCH","GES1C","3","GES1C","Y","0","0","0","0","0","0","0",
"XOCH","GET1C","3","GET1C","Y","0","0","0","0","0","0","0",
"XOCH","GEX1C","3","GEX1C","Y","0","0","0","0","0","0","0",
"XCME","FCO","M","GF","N","0","0","0","1","0","0","0","original:|MFCO      GF    M10  OYY5   EY|"
"XCME","GF","M","GF","N","0","0","0","1","0","0","0","original:|MGF       GF    M10   YY5   EY|"
"XOCH","GFA1C","3","GFA1C","Y","0","0","0","0","0","0","0",
"XOCH","GFI1C","3","GFI1C","Y","0","0","0","0","0","0","0",
"XOCH","GFIG1C","3","GFIG1C","Y","0","0","0","0","0","0","0",
"XOCH","GG1C","3","GG1C","Y","0","0","0","0","0","0","0",
"XOCH","GGB1C","3","GGB1C","Y","0","0","0","0","0","0","0",
"XCME","GLB","M","GH","N","0","0","0","0","0","0","0","original:|MGLB      GH    M10   YY    EY|"
"XOCH","GHDX1C","3","GHDX1C","Y","0","0","0","0","0","0","0",
"XOCH","GHL1C","3","GHL1C","Y","0","0","0","0","0","0","0",
"XNYM","GHY","J","GHY","Y","0","0","0","0","0","0","0",
"XCME","GI","M","GI","N","0","0","0","0","0","0","0","original:|MGI       GI    M10   YY    EY|"
"XCME","GN","M","GI","N","0","0","0","0","0","0","0","original:|MGN       GI    M10  $YY    EY  $GNX dpI|"
"XCME","OG","M","GI","N","0","0","0","0","0","0","0","original:|MOG       GI    M10  OYY    EY|"
"XOCH","GIGM1C","3","GIGM1C","Y","0","0","0","0","0","0","0",
"XOCH","GILD1C","3","GILD1C","Y","0","0","0","0","0","0","0",
"XOCH","GIS1C","3","GIS1C","Y","0","0","0","0","0","0","0",
"XCME","EJ","M","GJ","N","0","0","0","0","0","0","0","original:|MEJ       GJ    M10   YY    EY|"
"XOCH","GLAD1C","3","GLAD1C","Y","0","0","0","0","0","0","0",
"XOCH","GLBC1C","3","GLBC1C","Y","0","0","0","0","0","0","0",
"XOCH","GLD1C","3","GLD1C","Y","0","0","0","0","0","0","0",
"XOCH","GLG1C","3","GLG1C","Y","0","0","0","0","0","0","0",
"XNYM","GLI","J","GLI","Y","0","0","0","0","0","0","0",
"XOCH","GLRE1C","3","GLRE1C","Y","0","0","0","0","0","0","0",
"XOCH","GLW1C","3","GLW1C","Y","0","0","0","0","0","0","0",
"XOCH","GM1C","3","GM1C","Y","0","0","0","0","0","0","0",
"XOCH","GMCR1C","3","GMCR1C","Y","0","0","0","0","0","0","0",
"XOCH","GME1C","3","GME1C","Y","0","0","0","0","0","0","0",
"XOCH","GMT1C","3","GMT1C","Y","0","0","0","0","0","0","0",
"XOCH","GMXR1C","3","GMXR1C","Y","0","0","0","0","0","0","0",
"XOCH","GNA1C","3","GNA1C","Y","0","0","0","0","0","0","0",
"XOCH","GNK1C","3","GNK1C","Y","0","0","0","0","0","0","0",
"XOCH","GNTX1C","3","GNTX1C","Y","0","0","0","0","0","0","0",
"XOCH","GNW1C","3","GNW1C","Y","0","0","0","0","0","0","0",
"XOCH","GOL1C","3","GOL1C","Y","0","0","0","0","0","0","0",
"XOCH","GOLD1C","3","GOLD1C","Y","0","0","0","0","0","0","0",
"XOCH","GOOG1C","3","GOOG1C","Y","0","0","0","0","0","0","0",
"XOCH","GPC1C","3","GPC1C","Y","0","0","0","0","0","0","0",
"XOCH","GPI1C","3","GPI1C","Y","0","0","0","0","0","0","0",
"XOCH","GPS1C","3","GPS1C","Y","0","0","0","0","0","0","0",
"XOCH","GR1C","3","GR1C","Y","0","0","0","0","0","0","0",
"XOCH","GRA1C","3","GRA1C","Y","0","0","0","0","0","0","0",
"XOCH","GRMN1C","3","GRMN1C","Y","0","0","0","0","0","0","0",
"XOCH","GRNB1C","3","GRNB1C","Y","0","0","0","0","0","0","0",
"XOCH","GROW1C","3","GROW1C","Y","0","0","0","0","0","0","0",
"XOCH","GRRF1C","3","GRRF1C","Y","0","0","0","0","0","0","0",
"XOCH","GRS1C","3","GRS1C","Y","0","0","0","0","0","0","0",
"XOCH","GS1C","3","GS1C","Y","0","0","0","0","0","0","0",
"XOCH","GSBC1C","3","GSBC1C","Y","0","0","0","0","0","0","0",
"XOCH","GSG1C","3","GSG1C","Y","0","0","0","0","0","0","0",
"XOCH","GSI1C","3","GSI1C","Y","0","0","0","0","0","0","0",
"XOCH","GSIC1C","3","GSIC1C","Y","0","0","0","0","0","0","0",
"XOCH","GSK1C","3","GSK1C","Y","0","0","0","0","0","0","0",
"XOCH","GSS1C","3","GSS1C","Y","0","0","0","0","0","0","0",
"XOCH","GT1C","3","GT1C","Y","0","0","0","0","0","0","0",
"XOCH","GTE1C","3","GTE1C","Y","0","0","0","0","0","0","0",
"XOCH","GTS1C","3","GTS1C","Y","0","0","0","0","0","0","0",
"XOCH","GTXI1C","3","GTXI1C","Y","0","0","0","0","0","0","0",
"XOCH","GVA1C","3","GVA1C","Y","0","0","0","0","0","0","0",
"XOCH","GWW1C","3","GWW1C","Y","0","0","0","0","0","0","0",
"XOCH","GWX1C","3","GWX1C","Y","0","0","0","0","0","0","0",
"XOCH","HAFC1C","3","HAFC1C","Y","0","0","0","0","0","0","0",
"XOCH","HAL1C","3","HAL1C","Y","0","0","0","0","0","0","0",
"XOCH","HALL1C","3","HALL1C","Y","0","0","0","0","0","0","0",
"XOCH","HALO1C","3","HALO1C","Y","0","0","0","0","0","0","0",
"XOCH","HAR1C","3","HAR1C","Y","0","0","0","0","0","0","0",
"XOCH","HAS1C","3","HAS1C","Y","0","0","0","0","0","0","0",
"XOCH","HBAN1C","3","HBAN1C","Y","0","0","0","0","0","0","0",
"XOCH","HBC1C","3","HBC1C","Y","0","0","0","0","0","0","0",
"XOCH","HBHC1C","3","HBHC1C","Y","0","0","0","0","0","0","0",
"XOCH","HCBK1C","3","HCBK1C","Y","0","0","0","0","0","0","0",
"XOCH","HCC1C","3","HCC1C","Y","0","0","0","0","0","0","0",
"XOCH","HCN1C","3","HCN1C","Y","0","0","0","0","0","0","0",
"XOCH","HCP1C","3","HCP1C","Y","0","0","0","0","0","0","0",
"XNYM","HCY","J","HCY","Y","0","0","0","0","0","0","0",
"XOCH","HD1C","3","HD1C","Y","0","0","0","0","0","0","0",
"XOCH","HDB1C","3","HDB1C","Y","0","0","0","0","0","0","0",
"XCME","HE","M","HE","N","0","0","0","1","0","0","0","original:|MHE       HE    M10   YY5   EY|"
"XOCH","HEK1C","3","HEK1C","Y","0","0","0","0","0","0","0",
"XOCH","HERO1C","3","HERO1C","Y","0","0","0","0","0","0","0",
"XOCH","HES1C","3","HES1C","Y","0","0","0","0","0","0","0",
"XOCH","HEV1C","3","HEV1C","Y","0","0","0","0","0","0","0",
"XCME","HFA","M","HFA","Y","0","0","0","0","0","0","0","Hurricane Florida"
"XCME","HFM","M","HFM","Y","0","0","0","0","0","0","0","Hurricane Maximum Florida"
"XCEC","HG","E","HG","N","0","0","0","0","0","0","0","original:|EHG       HG    E10   YY    0Y|"
"XCEC","HX","E","HG","N","0","0","0","0","0","0","0","original:|EHX       HG    E10  OYY    0Y|"
"XCEC","HXE","E","HG","N","0","0","0","0","0","0","0","original:|EHXE      HG    E10  OYY    0Y|"
"XCME","HG1","M","HG1","Y","0","0","0","0","0","0","0","Storm Futures"
"XCME","HG2","M","HG2","Y","0","0","0","0","0","0","0","Storm Futures"
"XCME","HGA","M","HGA","Y","0","0","0","0","0","0","0","Hurricane Gulf Coast"
"XOCH","HGIC1C","3","HGIC1C","Y","0","0","0","0","0","0","0",
"XCME","HGM","M","HGM","Y","0","0","0","0","0","0","0","Hurricane Maximum Gulf Coast"
"XOCH","HGSI1C","3","HGSI1C","Y","0","0","0","0","0","0","0",
"XNYM","HH","J","HH","N","0","0","0","0","0","0","0","original:|NHH       HH    J10   YY    0Y|"
"XOCH","HHS1C","3","HHS1C","Y","0","0","0","0","0","0","0",
"XOCH","HIBB1C","3","HIBB1C","Y","0","0","0","0","0","0","0",
"XOCH","HIG1C","3","HIG1C","Y","0","0","0","0","0","0","0",
"XOCH","HITK1C","3","HITK1C","Y","0","0","0","0","0","0","0",
"XOCH","HL1C","3","HL1C","Y","0","0","0","0","0","0","0",
"XOCH","HMC1C","3","HMC1C","Y","0","0","0","0","0","0","0",
"XOCH","HMIN1C","3","HMIN1C","Y","0","0","0","0","0","0","0",
"XOCH","HMN1C","3","HMN1C","Y","0","0","0","0","0","0","0",
"XCME","HNA","M","HNA","Y","0","0","0","0","0","0","0","Hurricane Atlantic Coast"
"XOCH","HNBC1C","3","HNBC1C","Y","0","0","0","0","0","0","0",
"XOCH","HNI1C","3","HNI1C","Y","0","0","0","0","0","0","0",
"XCME","HNM","M","HNM","Y","0","0","0","0","0","0","0","Hurricane Maximum Atlantic Coast"
"XOCH","HNP1C","3","HNP1C","Y","0","0","0","0","0","0","0",
"XOCH","HNSN1C","3","HNSN1C","Y","0","0","0","0","0","0","0",
"XOCH","HNT1C","3","HNT1C","Y","0","0","0","0","0","0","0",
"XOCH","HNZ1C","3","HNZ1C","Y","0","0","0","0","0","0","0",
"XNYM","HO","J","HO","N","0","0","0","0","0","0","-1","original:|NHO       HO    J10   YY    0Y|"
"XNYM","OH","J","HO","N","0","0","0","0","0","0","-1","original:|NOH       HO    J10  OYY6   0Y|"
"XOCH","HOC1C","3","HOC1C","Y","0","0","0","0","0","0","0",
"XOCH","HOG1C","3","HOG1C","Y","0","0","0","0","0","0","0",
"XOCH","HOGS1C","3","HOGS1C","Y","0","0","0","0","0","0","0",
"XOCH","HOKU1C","3","HOKU1C","Y","0","0","0","0","0","0","0",
"XOCH","HOLX1C","3","HOLX1C","Y","0","0","0","0","0","0","0",
"XOCH","HOMB1C","3","HOMB1C","Y","0","0","0","0","0","0","0",
"XOCH","HON1C","3","HON1C","Y","0","0","0","0","0","0","0",
"XNYM","HOT","J","HOT","Y","0","0","0","0","0","0","0",
"XOCH","HOT1C","3","HOT1C","Y","0","0","0","0","0","0","0",
"XOCH","HOV1C","3","HOV1C","Y","0","0","0","0","0","0","0",
"XNYM","HP","J","HP","N","0","0","0","0","0","0","0","original:|NHP       HP    J10   YY    0Y|"
"XCME","HP0","M","HP0","Y","0","0","0","0","0","0","0","no idea"
"XCME","HPA","M","HPA","Y","0","0","0","0","0","0","0","Hurricane Galveston"
"XCME","HPM","M","HPM","Y","0","0","0","0","0","0","0","Hurricane Maximum Galveston"
"XOCH","HPQ1C","3","HPQ1C","Y","0","0","0","0","0","0","0",
"XOCH","HPT1C","3","HPT1C","Y","0","0","0","0","0","0","0",
"XOCH","HRB1C","3","HRB1C","Y","0","0","0","0","0","0","0",
"XOCH","HRBN1C","3","HRBN1C","Y","0","0","0","0","0","0","0",
"XOCH","HRC1C","3","HRC1C","Y","0","0","0","0","0","0","0",
"XOCH","HRS1C","3","HRS1C","Y","0","0","0","0","0","0","0",
"XOCH","HRZB1C","3","HRZB1C","Y","0","0","0","0","0","0","0",
"XOCH","HS1C","3","HS1C","Y","0","0","0","0","0","0","0",
"XOCH","HSC1C","3","HSC1C","Y","0","0","0","0","0","0","0",
"XOCH","HSP1C","3","HSP1C","Y","0","0","0","0","0","0","0",
"XOCH","HST1C","3","HST1C","Y","0","0","0","0","0","0","0",
"XOCH","HSY1C","3","HSY1C","Y","0","0","0","0","0","0","0",
"XNYM","HZ","J","HT","N","0","0","0","0","0","0","0","original:|NHZ       HT    J10   YY    0Y|"
"XOCH","HTCH1C","3","HTCH1C","Y","0","0","0","0","0","0","0",
"XOCH","HTE1C","3","HTE1C","Y","0","0","0","0","0","0","0",
"XOCH","HTGC1C","3","HTGC1C","Y","0","0","0","0","0","0","0",
"XOCH","HTH1C","3","HTH1C","Y","0","0","0","0","0","0","0",
"XOCH","HTLF1C","3","HTLF1C","Y","0","0","0","0","0","0","0",
"XOCH","HTZ1C","3","HTZ1C","Y","0","0","0","0","0","0","0",
"XNYM","GO","J","HU","N","0","0","0","0","0","0","0","original:|NGO       HU    J10  OYY6   0Y|"
"XNYM","HU","J","HU","N","0","0","0","0","0","0","0","original:|NHU       HU    J10   YY    0Y|"
"XOCH","HUM1C","3","HUM1C","Y","0","0","0","0","0","0","0",
"XOCH","HURN1C","3","HURN1C","Y","0","0","0","0","0","0","0","ignore XOCH"
"XOCH","HURN1C","3","HURN1C","Y","0","0","0","0","0","0","0","ignore XOCH"
"XOCH","HURN1C","3","HURN1C","Y","0","0","0","0","0","0","0","ignore XOCH"
"XOCH","HURN1C","3","HURN1C","Y","0","0","0","0","0","0","0","ignore XOCH"
"XNYM","HR","J","HV","N","0","0","0","0","0","0","0","original:|NHR       HV    J10   YY    0Y|"
"XNYM","HRC","J","HV","N","0","0","0","0","0","0","0","original:|NHRC      HV    J10   YY    0Y|"
"XOCH","HW1C","3","HW1C","Y","0","0","0","0","0","0","0",
"XOCH","HXM1C","3","HXM1C","Y","0","0","0","0","0","0","0",
"XOCH","HYG1C","3","HYG1C","Y","0","0","0","0","0","0","0",
"XCME","BOS","M","I0","N","0","0","0","0","0","0","0","original:|MBOS      I0    M10   YY    EY|"
"XCME","BOX","M","I0","N","0","0","0","0","0","0","0","original:|MBOX      I0    M10  $YY    EY|"
"XCME","CHI","M","I1","N","0","0","0","0","0","0","0","original:|MCHI      I1    M10   YY    EY|"
"XCME","CHX","M","I1","N","0","0","0","0","0","0","0","original:|MCHX      I1    M10  $YY    EY|"
"XCME","DEN","M","I2","N","0","0","0","0","0","0","0","original:|MDEN      I2    M10   YY    EY|"
"XCME","DNX","M","I2","N","0","0","0","0","0","0","0","original:|MDNX      I2    M10  $YY    EY|"
"XCME","LAV","M","I3","N","0","0","0","0","0","0","0","original:|MLAV      I3    M10   YY    EY|"
"XCME","LVX","M","I3","N","0","0","0","0","0","0","0","original:|MLVX      I3    M10  $YY    EY|"
"XCME","LAX","M","I4","N","0","0","0","0","0","0","0","original:|MLAX      I4    M10   YY    EY|"
"XCME","LXX","M","I4","N","0","0","0","0","0","0","0","original:|MLXX      I4    M10  $YY    EY|"
"XCME","MIA","M","I5","N","0","0","0","0","0","0","0","original:|MMIA      I5    M10   YY    EY|"
"XCME","MIX","M","I5","N","0","0","0","0","0","0","0","original:|MMIX      I5    M10  $YY    EY|"
"XCME","NYM","M","I6","N","0","0","0","0","0","0","0","original:|MNYM      I6    M10   YY    EY|"
"XCME","NYX","M","I6","N","0","0","0","0","0","0","0","original:|MNYX      I6    M10  $YY    EY|"
"XCME","SDG","M","I7","N","0","0","0","0","0","0","0","original:|MSDG      I7    M10   YY    EY|"
"XCME","SNX","M","I7","N","0","0","0","0","0","0","0","original:|MSNX      I7    M10  $YY    EY|"
"XCME","SFR","M","I8","N","0","0","0","0","0","0","0","original:|MSFR      I8    M10   YY    EY|"
"XCME","SFX","M","I8","N","0","0","0","0","0","0","0","original:|MSFX      I8    M10  $YY    EY|"
"XCME","WDC","M","I9","N","0","0","0","0","0","0","0","original:|MWDC      I9    M10   YY    EY|"
"XCME","WDX","M","I9","N","0","0","0","0","0","0","0","original:|MWDX      I9    M10  $YY    EY|"
"XOCH","IACI1C","3","IACI1C","Y","0","0","0","0","0","0","0",
"XOCH","IAG1C","3","IAG1C","Y","0","0","0","0","0","0","0",
"XOCH","IAU1C","3","IAU1C","Y","0","0","0","0","0","0","0",
"XOCH","IBB1C","3","IBB1C","Y","0","0","0","0","0","0","0",
"XOCH","IBCP1C","3","IBCP1C","Y","0","0","0","0","0","0","0",
"XOCH","IBKC1C","3","IBKC1C","Y","0","0","0","0","0","0","0",
"XOCH","IBKR1C","3","IBKR1C","Y","0","0","0","0","0","0","0",
"XOCH","IBM1C","3","IBM1C","Y","0","0","0","0","0","0","0",
"XOCH","IBN1C","3","IBN1C","Y","0","0","0","0","0","0","0",
"XOCH","IBNK1C","3","IBNK1C","Y","0","0","0","0","0","0","0",
"XOCH","IBOC1C","3","IBOC1C","Y","0","0","0","0","0","0","0",
"XMGE","IC","G","IC","N","0","0","0","0","0","0","0","original:|GIC       IC    G10   YY    0Y|"
"XMGE","OIC","G","IC","N","0","0","0","0","0","0","0","original:|GOIC      IC    G10  OYY    0Y|"
"XOCH","ICE1C","3","ICE1C","Y","0","0","0","0","0","0","0",
"XOCH","ICF1C","3","ICF1C","Y","0","0","0","0","0","0","0",
"XOCH","ICO1C","3","ICO1C","Y","0","0","0","0","0","0","0",
"XOCH","IDC1C","3","IDC1C","Y","0","0","0","0","0","0","0",
